loss_dB_total,p_d,rate
22.040816326530614,1e-07,6.141010018008193e-05
22.040816326530614,1.4677992676220674e-07,6.136316863244227e-05
22.040816326530614,2.1544346900318822e-07,6.129431451801714e-05
22.040816326530614,3.162277660168379e-07,6.119331920127457e-05
22.040816326530614,4.6415888336127725e-07,6.104522576658615e-05
22.040816326530614,6.812920690579608e-07,6.0828170064686855e-05
22.040816326530614,1e-06,6.051025027079962e-05
22.040816326530614,1.4677992676220675e-06,6.004504278197768e-05
22.040816326530614,2.1544346900318822e-06,5.936524786220873e-05
22.040816326530614,3.162277660168379e-06,5.837381988045166e-05
22.040816326530614,4.641588833612773e-06,5.693184055158995e-05
22.040816326530614,6.8129206905796085e-06,5.4842391832386376e-05
22.040816326530614,1e-05,5.182985590439572e-05
23.26530612244898,1e-09,5.338566400006595e-05
23.26530612244898,1.4677992676220676e-09,5.33851941695208e-05
23.26530612244898,2.1544346900318866e-09,5.3384504556283834e-05
23.26530612244898,3.1622776601683795e-09,5.338349235045536e-05
23.26530612244898,4.641588833612773e-09,5.33820066526763e-05
23.26530612244898,6.812920690579622e-09,5.337982598360008e-05
23.26530612244898,1e-08,5.337662527890954e-05
23.26530612244898,1.4677992676220675e-08,5.337192745877435e-05
23.26530612244898,2.1544346900318822e-08,5.336503237199982e-05
23.26530612244898,3.162277660168379e-08,5.3354912565986324e-05
23.26530612244898,4.641588833612773e-08,5.3340060439038845e-05
23.26530612244898,6.812920690579608e-08,5.331826419441459e-05
23.26530612244898,1e-07,5.328627963815133e-05
